video_id,label,score_visual,score_behavior_pose,score_fusion_v6,pred_fusion_v6,decision_v6,decision_reason,case
AXON__axon_7545f494fa0540,1,0.9993937015533448,0.8641747201053173,0.9791108543361406,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_7d47172babc3ff,1,0.9991722106933594,0.6934200949680269,0.9533093933345594,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_7f91856af31817,1,0.9998300075531006,0.6016953838594119,0.9401098139990474,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_819389f7b20f18,1,0.8710706233978271,0.6572481619596052,0.8389972541820938,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_81aa0fb44173fa,1,0.9996392726898192,0.9185404076224636,0.987474442929716,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_81f7f216914cbb,1,0.9950073957443236,0.9782332927870576,0.9924912803007336,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_831c43345b99b4,1,0.9998317956924438,0.6190610054444418,0.9427161771552436,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_84d6d920d9eeee,1,0.9698778986930848,0.9774401915456368,0.9710122426209676,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_86afd263836f5d,1,0.9961167573928832,0.8913929238834929,0.9804081823664744,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_86b6412c48ec7e,1,0.9989987015724182,0.5908150174063517,0.9377711489475082,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_8910b37ca9b994,1,0.9996685981750488,0.8950197073190352,0.9839712645466469,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_8a248248a43c6d,1,0.9997108578681946,0.6037842013727024,0.9403218593938708,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_8f82951c237475,1,0.9996168613433838,0.7546159481181755,0.9628667243596024,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_902a5d2c1c8734,1,0.9996256828308104,0.9067324469352938,0.9856916974464828,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_97a793f6d06a64,1,0.9991306662559508,0.5111467663165489,0.9259330812650404,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_9b01bfeac51c0a,1,0.9966717958450316,0.8810209479052714,0.9793241686540676,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_9f888ba3d6ce79,1,0.9997897744178772,0.4834544364823259,0.9223394737275444,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_a26f43a52f9bfb,1,0.9997707009315492,0.433705193600183,0.9148608748318442,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_a3f92d03d19cd6,1,0.9995741248130798,0.709885611394249,0.9561208478002552,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_a594b8d2cef2cc,1,0.9997742772102356,0.67754888762995,0.9514404687731928,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_a5bedd6d659deb,1,0.9996408224105836,0.8091226451295993,0.971063095818436,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_a60eead41e8fd9,1,0.9998278617858888,0.5456248253136529,0.9316974063150534,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_a695f6c49d5886,1,0.9987190961837769,0.885839926849054,0.9817872207835684,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_a6e4e08b7ad5b0,1,0.9997543692588806,0.4089239402701505,0.911129804910571,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_acc8df9a90c63f,1,0.9717977643013,0.7288304622373291,0.9353526689917044,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_ad6ed57f4fe709,1,0.9998136162757874,0.7843003426444213,0.9674866252310824,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_ae0abb29366f0e,1,0.999327540397644,0.992133369608008,0.9982484147791988,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_b0e37cef04e180,1,0.999566614627838,0.7847673208990983,0.967346720568527,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_b0e4fd72acaa91,0,0.4713853597640991,0.4767615743336273,0.4721917919495283,0,RETRY,gray_zone,REAL_TO_REAL
AXON__axon_bb01d5177e0073,1,0.9998526573181152,0.8680141059713985,0.9800768746161076,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_bb90a941270043,1,0.9996289014816284,0.718648900016943,0.9574819012619256,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_c1d49b7a3affb6,0,0.145400196313858,0.6099008890495953,0.2150753002242185,0,ACCEPT,low_spoof_score,REAL_TO_REAL
AXON__axon_c9afe1ee9ba832,1,0.9995946288108826,0.6496623303058314,0.9471047840351248,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_ccb1178613f7f9,1,0.9997281432151794,0.8506480506274758,0.977366129327024,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_cce4497643df93,1,0.996987521648407,0.7003226883514848,0.9524877966538686,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_cdc17f8ac17276,1,0.9801504611968994,0.6965615878510749,0.9376121301950258,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_cfbf577b4dbdef,1,0.999729573726654,0.9253203153639316,0.9885681849722456,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_d1229cef6034e9,1,0.9997181296348572,0.8135581427248967,0.971794131598363,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_d2c381627be2bc,1,0.9997707009315492,0.4424041986493653,0.9161657255892216,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_d35a0bc98d943e,1,0.9981245398521424,0.9433999555774673,0.9899158522109412,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_d4b2ae749d7217,1,0.9997860789299012,0.8117506264094874,0.9715807610518392,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_d626629127afc4,1,0.998202919960022,0.147445797105806,0.8705893515318895,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_d68bfba41d220d,1,0.9998250603675842,0.9148954216802716,0.9870856145644872,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_d8b5db127df97e,1,0.9995638728141784,0.7185352957088368,0.9574095862483772,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_dabf34bcb27fad,1,0.9995986819267272,0.8406681068430791,0.97575909566418,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_daec06b6c2aa9b,1,0.9950537085533142,0.4581028117132837,0.9145110740273096,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_de845200c77bd3,1,0.9986279010772704,0.7099917039184029,0.9553324715034404,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_de94e2b0cae648,1,0.9998996257781982,0.4602727356569995,0.9189555922600184,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_df0eb60766c934,1,0.9995273351669312,0.694312074355321,0.9537450460451896,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_e22410aa4dc68e,1,0.9996213912963868,0.7233658572732599,0.9581830611929176,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_e2a1edb3427e34,1,0.1265186965465545,0.5859663555122336,0.1954358453914063,0,ACCEPT,low_spoof_score,SPOOF_TO_REAL
AXON__axon_e5c477f6992056,1,0.99881774187088,0.6545921102082359,0.9471838971214832,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_e96a6da394e613,1,0.999826729297638,0.7332528573253677,0.9598406485017974,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_ea6067cd0aed2d,1,0.9083921313285828,0.806980521573667,0.8931803898653454,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_ebe2adc37d3461,1,0.9995697140693665,0.6131744227440753,0.9416104203705729,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_ece5b982da0255,1,0.9994601607322692,0.6792082572526901,0.9514223752103323,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_eeddc1765491af,1,0.932601511478424,0.8713589184303043,0.923415122521206,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_f02e320dd548a0,1,0.8706074953079224,0.894842916800769,0.8742428085318493,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_f2f8eae9ba79a6,1,0.9978245496749878,0.813295031746753,0.9701451219857524,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_f332b2ae936377,1,0.9998151659965516,0.7443717819115848,0.9614986583838068,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_f451b83dde05c4,1,0.999849796295166,0.7012321233497336,0.9550571453533512,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_f9d991cc8e5dd4,1,0.9998175501823424,0.8527398264910119,0.9777558916286428,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_faa26c0d98cd7a,1,0.9997774958610536,0.4913567539543176,0.9235143845750432,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_fc37575f318ec6,1,0.999569833278656,0.6521164852426682,0.9474518310732578,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_fdaa0709881b1b,1,0.9989396929740906,0.8110424862635678,0.970755111967512,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
AXON__axon_fea489806463d4,1,0.9998483657836914,0.6906913404904912,0.9534748119897112,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__10_1,0,0.0062124808318912,0.9863672295957614,0.1532356931464717,0,ACCEPT,low_spoof_score,REAL_TO_REAL
CASIA__10_2,0,0.0038616519887,0.0077705908625393,0.0044479928197759,0,ACCEPT,low_spoof_score,REAL_TO_REAL
CASIA__10_3,1,0.999648094177246,0.419047895562819,0.912558064385082,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__10_4,1,0.9990286827087402,0.8320222672053991,0.973977720383239,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__10_5,1,0.9152394533157348,0.3236041946431165,0.826494164514842,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__10_6,1,0.9982206225395204,0.2391829223816002,0.8843649675158323,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__10_7,1,0.9966453909873962,0.1482727172334697,0.8693894899243073,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__10_8,1,0.99522203207016,0.6799375953783218,0.9479293665663844,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__13_1,0,0.005126719828695,0.8875862471296249,0.1374956489238344,0,ACCEPT,low_spoof_score,REAL_TO_REAL
CASIA__13_2,0,0.0055913464166224,0.2350388584464822,0.0400084732211013,0,ACCEPT,low_spoof_score,REAL_TO_REAL
CASIA__13_3,1,0.0702076852321624,0.7055597268922968,0.1655104914811825,0,ACCEPT,low_spoof_score,SPOOF_TO_REAL
CASIA__13_4,1,0.9992281198501588,0.6137152611869692,0.9414011910506804,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__13_5,1,0.998735010623932,0.0506200751226995,0.8565177702987471,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__13_6,1,0.9660715460777284,0.0291733062552291,0.8255368101043535,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__13_7,1,0.8848390579223633,0.3186889276110168,0.7999165383756613,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__13_8,1,0.2972046434879303,0.4953574534667258,0.3269275649847496,0,ACCEPT,low_spoof_score,SPOOF_TO_REAL
CASIA__29_1,0,0.0051911193877458,0.3220875082118116,0.0527255777113556,0,ACCEPT,low_spoof_score,REAL_TO_REAL
CASIA__29_2,0,0.0044531463645398,0.9902577693676724,0.1523238398150097,0,ACCEPT,low_spoof_score,REAL_TO_REAL
CASIA__29_3,1,0.9997805953025818,0.0947601906086538,0.8640275345984926,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__29_4,1,0.9997257590293884,0.9504548411310874,0.9923351213446432,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__29_5,1,0.9998382329940796,0.4158500160141632,0.912240000447092,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__29_6,1,0.9996094107627868,0.4907686818328502,0.9232833014232964,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__29_7,1,0.999438464641571,0.7350797622346987,0.9597846592805402,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
CASIA__29_8,1,0.9992179870605468,0.4988905212561098,0.9241688671898812,1,REJECT,high_spoof_score,SPOOF_TO_SPOOF
LOCAL_REAL__p13_samsung_normal_t01.mp4,0,0.9492909908294678,0.3373664812836466,0.8575023143975946,1,REJECT,high_spoof_score,REAL_TO_SPOOF
LOCAL_REAL__p14_samsung_normal_t01.mp4,0,0.981843650341034,0.0535668987266537,0.8426021375988769,1,REJECT,high_spoof_score,REAL_TO_SPOOF
LOCAL_REAL__p14_samsung_normal_t02.mp4,0,0.963926076889038,0.2291861356287826,0.8537150856999997,1,REJECT,high_spoof_score,REAL_TO_SPOOF
LOCAL_REAL__p15_pc_normal_t01.mp4,0,0.0070464387536048,0.1357045502588258,0.0263451554793879,0,ACCEPT,low_spoof_score,REAL_TO_REAL
LOCAL_REAL__p15_pc_normal_t02.mp4,0,0.0093699237331748,0.4897545332348344,0.0814276151584237,0,ACCEPT,low_spoof_score,REAL_TO_REAL
LOCAL_REAL__p15_pc_normal_t03.mp4,0,0.009233932942152,0.343841200324868,0.0594250230495594,0,ACCEPT,low_spoof_score,REAL_TO_REAL
LOCAL_REAL__p15_pc_normal_t04.mp4,0,0.0082146497443318,0.5332964804695888,0.0869769243531203,0,ACCEPT,low_spoof_score,REAL_TO_REAL
LOCAL_REAL__p15_pc_normal_t05.mp4,0,0.0186080653220415,0.4162919073850718,0.078260641631496,0,ACCEPT,low_spoof_score,REAL_TO_REAL
LOCAL_REAL__p15_pc_normal_t06.mp4,0,0.0093129649758338,0.3184851945135187,0.0556887994064865,0,ACCEPT,low_spoof_score,REAL_TO_REAL
LOCAL_REAL__p15_pc_normal_t07.mp4,0,0.013327931985259,0.6916925582518414,0.1150826259252463,0,ACCEPT,low_spoof_score,REAL_TO_REAL
LOCAL_REAL__p15_pc_normal_t08.mp4,0,0.0093821557238698,0.2805134408659017,0.0500518484951745,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client049_android_SD_scene01,0,0.0106302509084343,0.2772429332516246,0.0506221532599128,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client049_laptop_SD_scene01,0,0.0076759504154324,0.2603600933105495,0.0455785718496999,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client050_android_SD_scene01,0,0.0137812485918402,0.6361869653735759,0.1071421061091005,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client050_laptop_SD_scene01,0,0.0123314997181296,0.2250858362199641,0.0442446501934047,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client051_android_SD_scene01,0,0.003616324160248,0.2422804975905919,0.0394159501747996,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client051_laptop_SD_scene01,0,0.007599267642945,0.3034419639097501,0.0519756720829657,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client053_android_SD_scene01,0,0.0127740073949098,0.3593391569942891,0.0647587798348166,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client053_laptop_SD_scene01,0,0.0062505700625479,0.3574445231992796,0.0589296630330576,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client054_android_SD_scene01,0,0.0063108531758189,0.5415136994414893,0.0865912801156694,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client054_laptop_SD_scene01,0,0.0106609966605901,0.4021536947565838,0.0693849013749891,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client055_android_SD_scene01,0,0.0060950624756515,0.2511461027430403,0.0428527185157598,0,ACCEPT,low_spoof_score,REAL_TO_REAL
MSU_MFSD__real_client055_laptop_SD_scene01,0,0.0179958511143922,0.3395471796143941,0.0662285503893924,0,ACCEPT,low_spoof_score,REAL_TO_REAL
