video_id,original_video_id,true_class,predicted_as,label,pred_label,score_spoof,source_dataset,domain,device_id,subject_id,condition,attack_type,num_frames,example_frames_copied,decision_group,ear_mean,ear_std,ear_min,ear_max,blink_count,motion_mean,motion_std,motion_max,skipped_rate
CASIA__10_1,unknown,REAL,REAL,0,0,0.0429947562515735,unknown,unknown,unknown,unknown,unknown,unknown,5,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__10_1_score_0.0430_frame_025.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__10_1_score_0.0430_frame_075.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__10_1_score_0.0430_frame_125.jpg,REAL -> REAL,-0.401845608892858,0.944200850020974,-0.9113979002734768,-0.2981105758753761,-0.6011734692919256,4.378364777290708,2.69644457126523,3.2507249755536534,0.0
AXON__axon_5986e66896e9ec,unknown,REAL,REAL,0,0,0.0411254093050956,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_5986e66896e9ec_score_0.0411_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_5986e66896e9ec_score_0.0411_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_5986e66896e9ec_score_0.0411_frame_015.jpg,REAL -> REAL,0.630697402989389,0.9556352616498522,0.3270492176925395,3.040503294449414,-0.6011734692919256,-1.1669988715049495,-1.640569492992487,-1.5539251538390937,0.0
CASIA__13_1,unknown,REAL,REAL,0,0,0.039121076464653,unknown,unknown,unknown,unknown,unknown,unknown,8,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__13_1_score_0.0391_frame_025.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__13_1_score_0.0391_frame_125.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__13_1_score_0.0391_frame_200.jpg,REAL -> REAL,0.1047195266953781,-0.504802463089343,0.3321862917507145,0.1350731983549605,-0.6011734692919256,1.5327743601255466,0.4504794967034577,1.1953858006877187,0.0
MSU_MFSD__real_client054_laptop_SD_scene01,unknown,REAL,REAL,0,0,0.0262897629290819,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client054_laptop_SD_scene01_score_0.0263_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client054_laptop_SD_scene01_score_0.0263_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client054_laptop_SD_scene01_score_0.0263_frame_015.png,REAL -> REAL,0.6149013329863935,-0.9665664367781094,0.9586273716127728,0.2400194738163457,-0.6011734692919256,-1.2463421161587374,-1.3321139059116571,-1.2296428872858187,0.0
AXON__axon_c1d49b7a3affb6,unknown,REAL,REAL,0,0,0.0195378102362155,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_c1d49b7a3affb6_score_0.0195_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_c1d49b7a3affb6_score_0.0195_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\AXON__axon_c1d49b7a3affb6_score_0.0195_frame_015.jpg,REAL -> REAL,0.224345028630115,-1.0911686605213906,0.7375681742518737,-0.4756183629329636,-0.6011734692919256,-1.1839524138893478,-1.8822910013496017,-1.718731813306719,0.0
MSU_MFSD__real_client053_laptop_SD_scene01,unknown,REAL,REAL,0,0,0.0179660413414239,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client053_laptop_SD_scene01_score_0.0180_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client053_laptop_SD_scene01_score_0.0180_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client053_laptop_SD_scene01_score_0.0180_frame_015.png,REAL -> REAL,0.1893565733699303,-1.0320837365679814,0.7426695887514582,-0.3248857964922112,1.388918015260656,-1.4102756239988956,-1.6062210359558946,-1.6816819145895714,0.0
MSU_MFSD__real_client055_laptop_SD_scene01,unknown,REAL,REAL,0,0,0.0133419157937169,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client055_laptop_SD_scene01_score_0.0133_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client055_laptop_SD_scene01_score_0.0133_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client055_laptop_SD_scene01_score_0.0133_frame_015.png,REAL -> REAL,0.844401683823669,-1.1034941827419718,1.1524129499114408,0.3601914484711507,-0.6011734692919256,-1.5091683083252294,-1.544991579942878,-1.6055050583450432,0.0
CASIA__10_2,unknown,REAL,REAL,0,0,0.0069807358086109,unknown,unknown,unknown,unknown,unknown,unknown,7,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__10_2_score_0.0070_frame_025.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__10_2_score_0.0070_frame_100.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__10_2_score_0.0070_frame_175.jpg,REAL -> REAL,-1.0049285468575069,2.2084552744855896,-1.981604466270408,-0.1778301215038104,3.3790094998132374,0.1193430337908943,2.210350077811176,1.869519184674029,0.0
MSU_MFSD__real_client051_android_SD_scene01,unknown,REAL,REAL,0,0,0.0047391369007527,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client051_android_SD_scene01_score_0.0047_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client051_android_SD_scene01_score_0.0047_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\MSU_MFSD__real_client051_android_SD_scene01_score_0.0047_frame_015.png,REAL -> REAL,0.1612598934564542,-1.0658568212928332,0.7055880178609237,-0.4826930960399464,1.388918015260656,-0.9494043355236528,-0.841238755872381,-0.4827926231480069,0.0
CASIA__13_2,unknown,REAL,REAL,0,0,0.0014075428480282,unknown,unknown,unknown,unknown,unknown,unknown,8,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__13_2_score_0.0014_frame_025.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__13_2_score_0.0014_frame_125.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__13_2_score_0.0014_frame_200.jpg,REAL -> REAL,-0.7424697917788396,2.467115484814087,-1.9654140871107164,-0.0355097288885376,1.388918015260656,1.1864345332000137,1.307345465104873,0.9518522175744716,0.0
CASIA__29_1,unknown,REAL,REAL,0,0,0.0012476852862164,unknown,unknown,unknown,unknown,unknown,unknown,6,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__29_1_score_0.0012_frame_025.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__29_1_score_0.0012_frame_100.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__29_1_score_0.0012_frame_150.jpg,REAL -> REAL,-0.2328263298690726,1.920807536125168,-1.7018908231331586,0.1997863451799053,1.388918015260656,-0.9755296699103346,-1.0775818982747778,-1.20567966479369,0.0
CASIA__29_2,unknown,REAL,REAL,0,0,0.0009845405584201,unknown,unknown,unknown,unknown,unknown,unknown,7,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__29_2_score_0.0010_frame_025.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__29_2_score_0.0010_frame_100.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_real\frames_examples\CASIA__29_2_score_0.0010_frame_175.jpg,REAL -> REAL,-0.7404382294058027,1.8762939521924968,-1.7121391442897946,-0.0661816551206368,1.388918015260656,2.2861430730273105,-1.272614322332794,0.594691782282296,0.0
MSU_MFSD__real_client050_android_SD_scene01,unknown,REAL,SPOOF,0,1,0.9423303604125975,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client050_android_SD_scene01_score_0.9423_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client050_android_SD_scene01_score_0.9423_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client050_android_SD_scene01_score_0.9423_frame_015.png,REAL -> SPOOF,0.5969494672916107,-1.0633071990394958,0.9913610983815908,0.0010193883663592,3.3790094998132374,-0.591244884386262,-0.8537044623996971,-0.5889964030996216,0.0
MSU_MFSD__real_client050_laptop_SD_scene01,unknown,REAL,SPOOF,0,1,0.938390612602234,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client050_laptop_SD_scene01_score_0.9384_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client050_laptop_SD_scene01_score_0.9384_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client050_laptop_SD_scene01_score_0.9384_frame_015.png,REAL -> SPOOF,1.4688418708627478,1.0463363692701992,-0.9044869379771644,1.7006175002286672,1.388918015260656,-1.1691947797148974,-1.1019998827468631,-0.9318412109794212,0.0
MSU_MFSD__real_client049_laptop_SD_scene01,unknown,REAL,SPOOF,0,1,0.848857045173645,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client049_laptop_SD_scene01_score_0.8489_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client049_laptop_SD_scene01_score_0.8489_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client049_laptop_SD_scene01_score_0.8489_frame_015.png,REAL -> SPOOF,0.5988042012182523,-0.575363627063755,0.8191117958506996,0.6749945907379518,3.3790094998132374,-1.520391582772819,-1.490520541360744,-1.6074145156860735,0.0
MSU_MFSD__real_client054_android_SD_scene01,unknown,REAL,SPOOF,0,1,0.7236669063568115,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client054_android_SD_scene01_score_0.7237_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client054_android_SD_scene01_score_0.7237_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client054_android_SD_scene01_score_0.7237_frame_015.png,REAL -> SPOOF,0.6494944179766882,-0.605392291750606,0.5588330272996352,0.2618510168146917,-0.6011734692919256,-0.973005494801726,-1.0871074836050156,-1.1049110963292064,0.0
MSU_MFSD__real_client055_android_SD_scene01,unknown,REAL,SPOOF,0,1,0.7164058685302734,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client055_android_SD_scene01_score_0.7164_frame_000.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client055_android_SD_scene01_score_0.7164_frame_008.png | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\MSU_MFSD__real_client055_android_SD_scene01_score_0.7164_frame_015.png,REAL -> SPOOF,1.0063257592196784,-0.9503481771050843,1.1925600192284838,0.6195857206723885,5.369100984365819,-1.0933010960424132,-1.287208423711394,-1.238834644245379,0.0
LOCAL_REAL__p14_samsung_normal_t02.mp4,unknown,REAL,SPOOF,0,1,0.6631348133087158,unknown,unknown,unknown,unknown,unknown,unknown,16,E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\LOCAL_REAL__p14_samsung_normal_t02.mp4_score_0.6631_frame_000.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\LOCAL_REAL__p14_samsung_normal_t02.mp4_score_0.6631_frame_008.jpg | E:\PFE_AntiSpoofing_v2\reports\mixed_casia_axon_local_msu_motion_aware_test_eval\inspection_cases\real_as_spoof\frames_examples\LOCAL_REAL__p14_samsung_normal_t02.mp4_score_0.6631_frame_015.jpg,REAL -> SPOOF,0.964117867012968,-1.094440756432702,1.227959822407241,0.478853271279455,-0.6011734692919256,-0.4725509370247542,-0.1778908942352699,-0.266774088012643,0.0
