video_id,label,score_visual,ear_mean,ear_std,ear_min,ear_max,blink_count,motion_mean,motion_std,motion_max,skipped_rate,yaw_std,pitch_std,roll_std,yaw_range,pitch_range,roll_range,yaw_delta_mean,pitch_delta_mean,roll_delta_mean,pose_autocorr,pose_valid_rate,score_behavior_pose,score_fusion_v6,pred_fusion_v6,decision_v6,decision_reason,brightness_mean,brightness_std,blur_mean,blur_std,frame_valid_rate,n_frames_quality,video_quality_score,quality_level,decision_quality_aware,decision_reason_quality_aware
REALVSFAKE__test_attack_68,1,0.9985345602035522,-0.2643218162335564,0.6004024564648943,-0.4519050549508865,-0.0327176733969582,0.4275817032828942,2.9816345248771663,2.8623070025784205,203.8289729190848,-0.1573961191812276,13.698340112663242,8.73477188820871,21.558468333070543,58.42137029134954,29.227266270026888,174.72261293150885,1.658415648235697,1.192724285860662,5.791677115886603,0.4892944970980141,0.984375,1.857136870733526e-42,0.8487543761730194,1,REJECT,high_spoof_score,0.5344939354458146,0.0924160453569159,0.540127848719185,0.0383787881630844,1.0,64,0.8113847660698514,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_attack_70,1,0.7912939190864563,-0.3766674138424316,0.6030414341204968,-0.6166143475422201,-0.1291624771440954,0.9350851453321708,1.4468641775374635,1.4267842599350182,109.0419292100812,-0.1573961191812276,1.3248062132976175,59.831098251344336,0.8312027436532992,7.29222430062443,359.37408635555687,3.0740611541292746,0.8443489342236742,7.004030885492615,0.2856973863425179,0.6631156671733742,0.984375,1.3837448109796258e-22,0.6725998312234879,1,RETRY,gray_zone,0.3603104591711298,0.0115337132810082,0.3385965364619522,0.057676758819357,1.0,64,0.710902914437984,GOOD,RETRY,good_quality_gray_zone
REALVSFAKE__test_attack_71,1,0.9923366904258728,-0.2327680241926553,0.6413572529235549,-0.633620175850736,0.0046770050887106,0.4275817032828942,1.5256311587153677,2.072265894616186,214.9611851245608,-0.1573961191812276,30.76291879152439,161.65517164941846,92.44092246112464,99.32572723237536,359.894716538667,358.7461196010919,2.646735487040698,46.82798600002513,12.260438550844311,0.8437889723564878,0.984375,5.532051598252085e-46,0.8434861868619918,1,REJECT,high_spoof_score,0.3472472560479028,0.094758423741601,0.2354748607084894,0.0612680233358345,1.0,64,0.6571013401058923,MEDIUM,RETRY,medium_quality_gray_zone
REALVSFAKE__test_attack_72,1,0.9985004663467408,-0.1389049022305091,0.6072866721948557,-0.305843367944696,0.045277356441241,-0.0799217387663824,1.5020139959282823,1.5599461820231697,26.141179608200662,-0.1573961191812276,24.149928537669137,151.24112746533385,82.12724568267726,115.25956313614648,359.52261814786715,186.667752812514,2.6111468599572683,18.27773539319936,9.173923964147164,0.932113790994188,1.0,4.235503555834029e-07,0.848725459927283,1,REJECT,high_spoof_score,0.4835140296937881,0.0108014745390534,0.3943992246421811,0.0113116114806429,1.0,64,0.7798251193214206,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_attack_73,1,0.1820252388715744,-0.3385577207955884,0.6270054656317237,-0.5575010850825589,-0.0631832160169948,1.4425885873814477,0.9618401870398352,1.4796132020128754,118.10618267521622,2.492715282846885,8.362429293334905,136.12080120574188,61.88679357889839,56.81488998320032,358.86930119505314,356.81419632206007,4.67252959783294,11.542263054605046,18.219311539038525,0.8330413392207714,0.828125,2.655586178113439e-22,0.1547214530408382,0,ACCEPT,low_spoof_score,0.4598181656463704,0.0286634633039593,0.272023267180734,0.0645461039795447,1.0,64,0.7248358902762112,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_attack_74,1,0.9392727017402648,-0.300777750912945,0.6555197802811632,-0.5527182809312475,-0.0587527777377969,0.9350851453321708,2.8506083544098377,2.137156010484109,171.9971655282109,-0.1573961191812276,4.282437358330091,9.119014246241232,59.127498443275286,17.1636939368932,37.42529007481844,181.4309472244063,2.886051835076704,3.703845937763529,31.345820450028,0.1539912029288835,1.0,3.9624845873009796e-34,0.798381796479225,1,REJECT,high_spoof_score,0.5766831052323514,0.0475539667369358,0.2815868415781042,0.0478600161992566,1.0,64,0.7107490574488555,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_attack_75,1,0.9992868304252625,-0.18199916870689,0.5911300280412906,-0.3155433620509439,0.0103255605789805,-0.0799217387663824,3.138607768576121,1.8967749799012927,63.49268350677208,-0.1573961191812276,11.388412673129462,4.144419120498552,30.16684678988506,50.20916574236399,27.511347261241184,182.7687300604917,2.081968929884673,1.7389402529496347,6.532372545241343,0.2773515802572994,1.0,9.655347286356193e-13,0.849393805861618,1,REJECT,high_spoof_score,0.5187468044527562,0.0215448802893126,0.7596087666286128,0.0080914053315903,1.0,64,0.9051326144955152,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_attack_76,1,0.9978458881378174,-0.3275467376750494,0.648645460008374,-0.5430549781056664,-0.0700435611698667,0.4275817032828942,1.294647633144236,1.4268261686674175,37.75719211922828,4.480298834367969,5.101700032891669,42.38283735733198,2.413688962053781,35.96032289620963,275.96545952986463,13.40836075802716,2.615949566445671,15.28448174902811,0.8248478147833189,0.0187850873307501,0.609375,1.1012817923277782e-05,0.8481706568398333,1,REJECT,high_spoof_score,0.4548245940918323,0.0134234625020368,0.2909601487391612,0.0252749593607875,1.0,64,0.7317523703201338,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_attack_77,1,0.993316113948822,-0.3208468726497887,0.6080626871954388,-0.5217498749081967,-0.0974567884660322,1.4425885873814477,1.9386329486372984,1.7408151284299336,63.958769201671736,2.658347245473641,10.268513428456073,14.452335779765267,24.21382749624927,60.90426179207711,42.030144232873454,181.71804044789363,2.003612996614637,1.3374340204680657,4.509571646056234,0.4912131476114281,0.78125,5.0643940860483016e-12,0.8443186968572584,1,REJECT,high_spoof_score,0.333126160532301,0.01642291090289,0.407201611427772,0.0150392723799789,1.0,64,0.7233075915772071,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_attack_78,1,0.96137672662735,-0.3188595717202367,0.6136234455638333,-0.5047665499204591,-0.046403498055557,0.9350851453321708,1.207548612909679,1.355665532020656,25.987013027758533,-0.1573961191812276,2.36301567351559,8.199938607390727,1.70946848131126,8.188541148054938,29.060903699962694,6.632255304645778,0.5858487457246934,0.9429533005278188,0.3037212024095467,0.9820110447894926,1.0,6.354192823331854e-06,0.8171711707621709,1,REJECT,high_spoof_score,0.5878414094768405,0.012542869343431,0.2260144577703606,0.0083436139862553,1.0,64,0.6920870660273754,MEDIUM,RETRY,medium_quality_gray_zone
REALVSFAKE__test_attack_79,1,0.9970343112945556,-0.2321685424112446,0.6098580916183757,-0.5475526910061963,-0.0164731677025757,0.4275817032828942,1.0137404619141088,1.372492091081558,20.05745673823976,-0.1573961191812276,19.3392209392554,131.32014962182302,63.91915828840911,55.70408566972872,348.96820687666866,175.91438864996252,1.712812373513728,17.065367411874373,8.723745071358143,0.7745665491637219,0.984375,1.0014731824626086e-05,0.8474806668101459,1,REJECT,high_spoof_score,0.2448855152744209,0.0213356735272421,0.2116839431142947,0.0164450438375329,1.0,64,0.6188432351706852,MEDIUM,RETRY,medium_quality_gray_zone
REALVSFAKE__test_real_video_55,0,0.9123536348342896,-0.3409316402773047,0.6648419799560915,-0.6123749372694024,-0.0606899481512071,0.9350851453321708,1.4374235151174204,1.6347158717900456,54.766778553404926,7.627306124276353,34.21673750031367,103.4009360067759,121.99950954398572,119.18236499512064,330.74324243562285,357.7243003610207,34.18631031439052,82.38977843999544,79.36705169045513,-0.2491608056716243,0.265625,7.301573860779513e-06,0.7755016848452253,1,REJECT,high_spoof_score,0.4668658810950052,0.0503984636329734,0.2372782825506933,0.0141621029276801,1.0,64,0.7122339817857988,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_56,0,0.9998735189437866,-0.254357852843056,0.6688090149117204,-0.5278616292688969,0.0351748695103922,2.965098913529278,2.09300217478059,1.7910426314316776,37.649856253502605,-0.1573961191812276,39.54935852517836,95.1355518751361,84.60199863621851,144.11260663632146,347.319560768478,331.38462177627736,26.9574264592114,66.73469455030322,56.107614406193015,0.0792615484392923,1.0,6.815933081569858e-09,0.8498924921246086,1,REJECT,high_spoof_score,0.5248141104061705,0.0055765110202899,0.3973852992730781,0.0135933522056124,1.0,64,0.7783227339300657,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_57,0,0.1751759648323059,-0.0929479970300257,0.6970046916998599,-0.3336301214701803,0.1795701669059162,-0.0799217387663824,1.2115571508457077,1.3748661673898628,16.817334366519713,-0.1573961191812276,25.503562709530968,123.91422307610873,75.15599644898299,89.12567278958008,336.8456519173744,318.77928949784655,20.71431610936443,80.88162456938831,65.2967933871047,0.2620781944210233,0.984375,0.0009353297784855,0.1490398695742328,0,ACCEPT,low_spoof_score,0.1215810887173313,0.0034317121858302,0.3031473061362528,0.0157766029920897,1.0,64,0.6042192358067464,MEDIUM,ACCEPT,medium_quality_low_spoof_score
REALVSFAKE__test_real_video_58,0,0.9985679388046264,-0.1241260148806496,0.912971860338174,-0.4493608177385225,0.964966646111397,0.4275817032828942,1.935680787813127,1.5966047893249893,47.510331172147055,1.1676595818328286,49.89377956803003,157.52150584617124,105.25911791757468,157.75879006668086,356.0085441601489,356.80423537323435,18.20009325671365,39.37358171795013,44.908451854920976,0.7458604815712678,0.984375,1.4299081673412434e-11,0.8487827479860772,1,REJECT,high_spoof_score,0.7207371088903829,0.0363740674803807,0.3716013998231374,0.0424455723460012,1.0,64,0.6863095362598878,MEDIUM,RETRY,medium_quality_gray_zone
REALVSFAKE__test_real_video_59,0,0.2766177356243133,-0.2875941715020031,0.6338672033545775,-0.6266916097714683,-0.0570043221821398,0.4275817032828942,1.2188533646335231,1.2864670120005273,20.079706200949023,-0.1573961191812276,3.2248406695654324,168.3312022643227,55.7495199930039,12.228882952609473,357.7954597793825,180.26210848397264,0.9886600895418514,8.220320769513675,23.34454745260449,0.9067260799045208,0.984375,0.0010909369933677,0.2352887158296714,0,ACCEPT,low_spoof_score,0.4070870851264164,0.0140001123323748,0.2952488842610901,0.0220308050890811,1.0,64,0.7140719266920919,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_real_video_60,0,0.999268114566803,-0.2588641421708916,0.5883352714616831,-0.4039127800749612,-0.0430867938145258,-0.0799217387663824,2.1164596274622784,1.8697850344494005,70.47390619285508,-0.1573961191812276,17.584580764632012,135.26889390126902,53.26377371750475,67.33399671084462,359.0687702255315,353.6380325223125,3.052119928339299,41.67978150751432,18.6435349294223,0.5169437176380711,0.984375,7.107999084713071e-15,0.8493778973817836,1,REJECT,high_spoof_score,0.6286620633659279,0.0064448161743935,0.4744535683459043,0.0130825738938309,1.0,64,0.7636272011485363,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_61,0,0.945287823677063,-0.3522029426459652,0.6102916285725556,-0.6407655734401057,-0.1302219139757949,2.457595471480001,2.515004433882457,2.0530218618297904,60.1100516621489,-0.1573961191812276,0.9588566820161158,5.426680599242324,0.8418431605119022,6.311537230340371,15.552483993848654,3.3573588055477743,0.6787118001062631,0.6919319135564262,0.2363447318500594,0.9747512708854388,1.0,3.017922399778395e-12,0.8034946501259561,1,REJECT,high_spoof_score,0.6673616932425941,0.0027884796784093,0.6051928778356019,0.0264473173361292,1.0,64,0.7944545579936617,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_62,0,0.9976766705513,-0.315348249185381,0.6221332199242157,-0.5064633780767256,-0.0770149163200552,1.4425885873814477,1.4252745283480732,1.490775721455735,21.81835487147733,2.327083320220128,10.078256498060178,145.86800536526948,53.36915395169782,55.29619436051739,358.6484088128912,277.9249013894424,3.4644293072342096,40.56665841985404,23.331922426183347,0.72775608857738,0.8125,0.003992020647719,0.8486239730657629,1,REJECT,high_spoof_score,0.5774123427299401,0.0509599602462958,0.3862422232663842,0.0355894459569799,1.0,64,0.7465758470143141,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_63,0,0.0315033383667469,-0.292356824272995,0.6314337324005384,-0.6353240830312616,-0.0760141589496756,0.4275817032828942,1.376228235915351,1.5033365820694955,35.199642218052475,-0.1573961191812276,9.632283090095822,167.28827107794814,22.479135097512344,40.40703322561833,356.71295149880734,181.9784356574505,1.3604688298275809,7.070344664387023,6.0782926877628025,0.9438143365585564,0.984375,7.987473033889999e-08,0.0267778495929444,0,ACCEPT,low_spoof_score,0.3281441103866677,0.0164311537360518,0.4643497025348299,0.0129704883779287,1.0,64,0.7413153669814498,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_real_video_64,0,0.1275701820850372,-0.2279813637777369,0.6668045513594985,-0.5153808269300026,0.1523915933244714,0.4275817032828942,1.3729924967993887,1.3998608842564777,39.76283985911952,-0.1573961191812276,33.8406752325307,157.9786233162507,75.17115167193842,142.84387572980225,359.5277815919037,356.8339004730641,8.098579945974071,57.06482124734147,25.35923727072318,0.6445826194287536,0.984375,2.0583764669686403e-10,0.1084346548031572,0,ACCEPT,low_spoof_score,0.5336998048707089,0.0084737420515644,0.4704323270182738,0.0143986946671986,1.0,64,0.7999003312003776,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_real_video_65,0,0.999711811542511,-0.2627142043771265,0.6559451027637826,-0.6199978539298293,-0.008965168036185,0.4275817032828942,2.0173552976500897,2.066164271893433,71.75945032041899,-0.1573961191812276,21.711483965669427,122.58554368854766,89.70872118301338,83.36160206573982,359.49250542804947,299.49782647452054,12.097814402832356,80.78034133942022,33.95184640807752,0.5421870263417433,0.984375,9.633455207582448e-15,0.8497550398111358,1,REJECT,high_spoof_score,0.3937239293449585,0.0126382982741079,0.3038190154686951,0.0375320019263325,1.0,64,0.7119304824109105,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_66,0,0.9998888969421388,-0.2814911828831588,0.6179792601966417,-0.4811329303118505,-0.0022998439126834,0.4275817032828942,1.5136192255015817,1.5115787229980664,37.67279164476718,6.136618460635539,39.15689732973416,122.72727768307084,93.18962275780716,152.2069997784153,357.53414486208663,356.89416162319844,27.99923427029274,69.16471528024081,73.33057388253961,0.2800145252883619,0.84375,4.555582929813734e-05,0.8499123957752126,1,REJECT,high_spoof_score,0.5633720898744818,0.0095843894966082,0.5539089671476889,0.0059682359075287,1.0,64,0.8170816441274071,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_67,0,0.991097092628479,-0.3012097930186752,0.6542493940367646,-0.5324003247346586,0.2074291657164367,1.4425885873814477,3.307149966607382,1.9289785701549989,49.89824891875188,0.8363956565793146,27.130665772917933,164.2959435040096,51.8521216967028,111.73836216913465,359.101536391551,312.2422104941987,6.005424364307494,37.83506323649183,17.13806843470605,0.6679059453014922,0.984375,1.9966648761807715e-10,0.8424325287641571,1,REJECT,high_spoof_score,0.5205568642284991,0.0452399947033326,0.4924033813723675,0.0257500682194388,1.0,64,0.8073324385834291,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_68,0,0.9983118772506714,-0.2892416960664607,0.5965322810595097,-0.4613761592766962,-0.0612730659457006,1.4425885873814477,1.9042816572858825,1.567918254478868,25.010066869958127,-0.1573961191812276,12.781498899616365,10.81548831403245,1.3800934068072497,35.24768000522612,32.96257634101724,3.9537589348083175,0.766042198531278,0.7092667023971013,0.1857436048488356,0.9985237047419924,0.984375,1.0567636784604428e-06,0.8485652541776225,1,REJECT,high_spoof_score,0.6659102502184323,0.0168068830293197,0.5053753402164434,0.0023933077408049,1.0,64,0.7579962365339843,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_69,0,0.1933356374502182,-0.3596788001983237,0.6992267062569563,-0.6284201280273194,0.0150699820741591,0.9350851453321708,1.366567569729967,1.4731249422870876,36.33260861844982,-0.1573961191812276,12.761045371197117,39.06736249164127,19.25127940289145,61.926846656935695,315.57525102993543,155.00122407709216,1.797993755567483,10.758041731919114,5.120396539472887,0.2695105751518536,0.984375,6.718982230386269e-09,0.1643352928405328,0,ACCEPT,low_spoof_score,0.4806606728517989,0.0069985828383502,0.3096569395695965,0.0130334650701315,1.0,64,0.7495944105643259,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_real_video_70,0,0.983954668045044,-0.3615918001980643,0.6054782587650421,-0.6365537693678072,-0.111335261323325,1.950092029430724,1.7812156118003144,1.640186803427652,19.22014945153332,0.5051317313258005,1.0667715155539257,97.6256667240378,0.6908913557142999,4.86303993635366,358.9407273282324,2.8843554097359223,0.7450175667101342,6.866537806348383,0.3190939045604037,0.8901873413933349,1.0,0.0008719496220722,0.8364922602815982,1,REJECT,high_spoof_score,0.3537524181357656,0.006485302942153,0.5220025149151506,0.0263077059596279,1.0,64,0.773229052033286,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_71,0,0.0030193615239113,-0.2854400856506957,0.6572770064569942,-0.6409968680947009,-0.0157855170972063,0.9350851453321708,1.146221975241078,1.4499527665702014,35.84068199041596,-0.1573961191812276,24.9920585673932,137.67980173785315,72.84742914157415,68.43028800652881,340.3738350038083,180.96834894992435,1.366328960124065,5.969689121674552,3.0403937113904607,0.9558911584371884,0.984375,1.7569844951436076e-09,0.0025664575588722,0,ACCEPT,low_spoof_score,0.4588029559764986,0.0088655822852946,0.4147965715765986,0.0067041285516085,1.0,64,0.7773701450996148,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_real_video_72,0,0.5590085387229919,-0.1500190772978119,0.6212827778365506,-0.3182940595043473,0.0462687935037388,-0.0799217387663824,1.6665080999160156,1.5751329623073551,25.68116428906788,-0.1573961191812276,24.573105219404017,164.56027919967775,79.30474473518075,83.10300582204135,359.71553095774567,184.2186473600852,6.745654171360361,53.92560607299761,7.700737739984094,0.8204856653824352,1.0,2.747174182520285e-06,0.4751576699906705,0,RETRY,gray_zone,0.652835156409569,0.0127249649785819,0.5007299172039088,0.0208160292147226,1.0,64,0.7622126637107531,GOOD,RETRY,good_quality_gray_zone
REALVSFAKE__test_real_video_73,0,0.0719216242432594,-0.3376021483637789,0.6326105299780256,-0.5574810165473073,-0.0526270695130563,2.965098913529278,1.3405707882756146,1.6136805451972749,50.46950419562883,0.3394997686990434,2.599180393880048,158.56905234023685,55.57895997137911,12.08985623461026,357.532564035919,183.9088020934235,1.2426575561490838,11.550376646102809,13.960671649510104,0.8708587381026341,0.859375,1.200774139930533e-09,0.0611333807868866,0,ACCEPT,low_spoof_score,0.5864465053671932,0.0205160230435646,0.3953439279474237,0.0196855497221374,1.0,64,0.7507143691781862,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_real_video_74,0,0.8833111524581909,-0.2605782606658318,0.6696097685552336,-0.557205839918671,-0.0324306463925347,0.4275817032828942,1.2517338373398916,1.389043769759157,17.355986889088648,-0.1573961191812276,6.127891354283885,14.16043519911973,69.5744465597512,22.50466478040876,52.61919616384485,180.32916107043428,2.1597655216164084,5.160538994267878,22.89767083646072,0.6048217834689755,0.984375,0.0018848217982844,0.7510972028592049,1,REJECT,high_spoof_score,0.4963838513239738,0.0137778277878849,0.4836601258640862,0.0248977324063007,1.0,64,0.815767910413837,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_75,0,0.9997336268424988,-0.2076049851207542,0.6161198127061156,-0.3776313581261238,0.0112723841493928,-0.0799217387663824,2.9764492701219583,1.809752421862604,27.97348051340912,-0.1573961191812276,21.0722171060703,11.961230744617984,79.96791257445076,56.442123327145936,97.49520505096652,183.11239167481244,4.434366681537654,4.124386178779746,19.60665755480608,0.6186065731316369,1.0,5.375998567708851e-06,0.8497743892159091,1,REJECT,high_spoof_score,0.5657066966869213,0.01353174697009,0.5061777425802965,0.0131628080343571,1.0,64,0.7988497691828218,GOOD,REJECT,good_quality_high_spoof_score
REALVSFAKE__test_real_video_76,0,0.0033259333577007,-0.3251987218955015,0.6515325652174772,-0.5512091366519575,-0.0773374930309176,0.9350851453321708,1.0729521168458964,1.4052062551063065,12.235507236901856,4.97719472224824,2.9549993986695235,154.5254209592907,2.1925035682340868,14.505450391697243,359.3498475111603,12.950478234287155,1.795648701979977,39.96393158244032,1.0526527174916944,0.777235894903828,0.5625,0.8815546768339367,0.1350602448791361,0,ACCEPT,low_spoof_score,0.627484195573484,0.006148501037134,0.5350802897145048,0.0084994077682035,1.0,64,0.785362148015113,GOOD,ACCEPT,good_quality_low_spoof_score
REALVSFAKE__test_real_video_77,0,0.9995821118354796,-0.323579610923259,0.6008886712021706,-0.5169527452046945,-0.1034895928878962,0.9350851453321708,2.248755926589501,1.8523503401334915,41.445847402844414,2.492715282846885,11.738810469030096,14.36838895621235,5.568290903634287,52.667440287156445,40.4788452650175,17.57545967933159,1.7374843624630565,1.3153682638431832,0.8744954880577255,0.9958397517446288,0.890625,4.3831998728231386e-08,0.8496448016349575,1,REJECT,high_spoof_score,0.3147790062598932,0.0186760032876275,0.4943101281504042,0.0201583437544667,1.0,64,0.7461187468634546,GOOD,REJECT,good_quality_high_spoof_score
